公司代號名稱,資料來源,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1540 - 喬福,股東會確認,1,108/03/28,108/06/28,"5,667,585","136,280,602","128,651,033","13,261,657",1.35,0.15,"128,210,418",0,0,0,新台幣                 10.0000元
1541 - 錩泰,股東會確認,1,108/03/26,108/06/28,"47,271,766","78,557,242","124,981,194","46,181,194",1,0,"78,800,000",0,0,0,新台幣                 10.0000元
1558 - 伸興,股東會確認,1,108/03/21,108/06/14,"1,151,400,345","923,572,090","2,081,218,087","1,415,326,146",11,0,"665,891,941",0,0,0,新台幣                 10.0000元
1560 - 中砂,股東會確認,1,108/02/26,108/06/13,"209,315,274","693,888,389","796,316,075","302,816,075",3.5,0,"493,500,000",0,0,0,新台幣                 10.0000元
1568 - 倉佑,股東會確認,1,108/03/22,108/06/18,"250,926,702","94,713,244","335,031,340","268,385,177",0.65,0,"66,646,163",0,0,0,新台幣                 10.0000元
1582 - 信錦,股東會確認,1,108/03/14,108/06/20,"183,317,175","889,961,426","916,560,686","112,353,575",6.5,0,"804,207,111",0,0,0,新台幣                 10.0000元
1583 - 程泰,股東會確認,1,108/03/20,108/06/14,"1,517,279,494","596,917,459","2,049,668,868","1,718,467,752",3,0,"331,201,116",0,0,0,新台幣                 10.0000元
1587 - 吉茂,股東會確認,1,108/03/22,108/06/14,"22,699,191","38,955,383","47,511,702","27,700,932",0.1,0,"6,603,590",0.2,0,"1,320,718",新台幣                 10.0000元
1589 - 永冠-KY,股東會確認,1,108/05/07,108/06/20,"1,371,298,398","-278,658,163","786,993,541","786,993,541",0,0,0,0,0,0,新台幣                 10.0000元
1590 - 亞德客-KY,股東會確認,1,108/03/14,108/06/21,"6,252,397,970","2,839,414,863","9,096,803,546","8,100,006,682",5.27336,0,"996,796,864",0,0,0,新台幣                 10.0000元
1592 - 英瑞-KY,股東會確認,1,108/04/02,108/05/29,"1,058,516,112","-349,038,783","709,477,329","709,477,329",0,0,0,0,0,0,新台幣                 10.0000元
1598 - 岱宇,股東會確認,1,108/03/28,108/05/30,"56,110,447","107,123,208","133,917,736","71,652,577",0.35,0,"31,132,579",0.35,0,"3,113,258",新台幣                 10.0000元
1603 - 華電,現金股利經董事會決議、增資配股經股東會確認,1,108/07/24,108/09/30,"1,118,288,492","129,894,226","987,892,029","892,048,029",0.5,0,"95,844,000",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1604 - 聲寶,股東會確認,1,108/03/21,108/06/19,"164,435,282","661,816,753","774,808,788","243,648,788",1.4,0,"531,160,000",0,0,0,新台幣                 10.0000元
1605 - 華新,股東會確認,1,108/02/22,108/05/24,"9,258,575,169","11,756,780,719","22,988,356,085","18,997,155,775",1.2,0,"3,991,200,310",0,0,0,新台幣                 10.0000元
1608 - 華榮,股東會確認,1,108/03/18,108/06/12,"1,108,067","-617,702,757","-483,967,575","-483,967,575",0,0,0,0,0,0,新台幣                 10.0000元
1609 - 大亞,股東會確認,1,108/04/19,108/06/12,"210,205,851","471,252,937","454,856,322","54,329,775",0.3,0,"171,654,237",0.4,0,"22,887,231",新台幣                 10.0000元
1611 - 中電,股東會確認,1,0,108/06/19,"110,187,912","67,701,289","184,902,505","125,136,628",0.15,0,"59,765,878",0,0,0,新台幣                 10.0000元
1612 - 宏泰,股東會確認,1,108/03/22,108/06/13,"499,022,463","122,629,203","398,050,741","296,905,121",0.32,0,"101,145,620",0,0,0,新台幣                 10.0000元
1614 - 三洋電,股東會確認,1,108/03/19,108/06/13,"560,831,289","201,323,352","805,347,448","560,831,289",0.90859895,0,"244,516,159",0,0,0,新台幣                 10.0000元
1615 - 大山,股東會確認,1,108/05/02,108/06/20,"126,714,476","196,605,148","292,158,887","141,145,479",1.35,0,"151,013,408",0,0,0,新台幣                 10.0000元
1616 - 億泰,股東會確認,1,108/03/26,108/06/17,"-214,016,866","10,480,713","-175,713,576","-175,713,576",0,0,0,0,0,0,新台幣                 10.0000元
1617 - 榮星,股東會確認,1,108/03/20,108/06/19,"21,543,073","216,680,890","203,835,977","59,602,742",1,0,"144,233,235",0,0,0,新台幣                 10.0000元
1618 - 合機,股東會確認,1,108/05/08,108/06/24,"800,223,041","-10,487,540","703,501,908","703,501,908",0,0.3,"72,259,405",0,0,0,新台幣                 10.0000元
1626 - 艾美特-KY,股東會確認,1,108/03/04,108/06/06,"61,640,826","-14,599,301",0,0,0,0,0,0,0,0,新台幣                 10.0000元
1701 - 中化,股東會確認,1,108/03/11,108/05/27,"1,109,962,084","369,870,045","1,414,795,654","1,176,330,790",0.8,0,"238,464,864",0,0,0,新台幣                 10.0000元
1702 - 南僑,股東會確認,1,108/03/12,108/05/30,"959,941,581","1,012,724,340","1,375,809,186","583,653,589",2.7,0,"792,155,597",0,0,0,新台幣                 10.0000元
1707 - 葡萄王,股東會確認,1,108/02/25,108/05/29,"1,380,177,213","1,295,393,804","2,546,725,506","1,664,166,081",6.5,0,"882,559,425",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1708 - 東鹼,股東會確認,1,108/04/09,108/06/05,"2,256,238,595","351,180,408","2,685,245,820","2,483,797,947",0.5,0,"100,723,933",0.5,0,"10,072,394",新台幣                 10.0000元
1709 - 和益,股東會確認,1,108/03/21,108/06/13,"258,747,151","380,067,649","646,770,768","397,094,892",0.5,0,"249,675,876",0,0,0,新台幣                 10.0000元
1710 - 東聯,股東會確認,1,108/03/19,108/06/11,"10,455,649","1,750,724,061","2,071,588,504","521,608,204",1.75,0,"1,549,980,300",0,0,0,新台幣                 10.0000元
1711 - 永光,現金股利經董事會決議、增資配股經股東會確認,1,108/03/28,108/05/30,"358,327,030","401,982,873","609,458,771","335,582,658",0.5,0,"273,876,113",0,0,0,新台幣                 10.0000元
1712 - 興農,股東會確認,1,108/03/22,108/06/14,"942,802,705","726,956,239","1,583,198,337","1,036,557,976",1.3,0,"546,640,361",0,0,0,新台幣                 10.0000元
1713 - 國化,股東會確認,1,108/03/22,108/06/21,"76,627,724","115,472,091","198,398,123","91,222,416",0.71,0,"107,175,707",0,0,0,新台幣                 10.0000元
1714 - 和桐,股東會確認,1,108/05/13,108/06/25,"328,133,890","263,827,526","286,307,841","133,784,120",0.15,0,"152,523,721",0,0,0,新台幣                 10.0000元
1717 - 長興,股東會確認,1,108/03/27,108/06/26,"2,891,393,537","1,550,514,547","4,301,396,709","3,185,145,199",0.9,0,"1,116,251,510",0,0,0,新台幣                 10.0000元
1718 - 中纖,股東會確認,1,108/03/18,108/06/05,"2,648,136,823","1,372,035,924","4,114,529,257","2,972,721,354",0.1,0,"152,241,053",0.65,0,"98,956,685",新台幣                 10.0000元
1720 - 生達,股東會確認,1,108/03/19,108/06/19,"660,548,719","374,358,035","984,973,701","716,929,567",1.5,0,"268,044,134",0,0,0,新台幣                 10.0000元
1721 - 三晃,股東會確認,1,108/03/14,108/06/13,"17,061,813","16,123,112","27,459,767","27,459,767",0,0,0,0,0,0,新台幣                 10.0000元
1722 - 台肥,股東會確認,1,108/03/28,108/06/20,"623,358,482","2,281,318,544","3,000,813,246","844,813,246",2.2,0,"2,156,000,000",0,0,0,新台幣                 10.0000元
1723 - 中碳,股東會確認,1,108/03/20,108/06/12,"18,582,214","1,508,445,876","1,324,007,462","68,413,718",5.3,0,"1,255,593,744",0,0,0,新台幣                 10.0000元
1724 - 台硝,股東會確認,1,108/03/26,108/06/18,"370,049,597","97,058,012","466,618,090","402,711,140",0.5,0,"63,906,950",0,0,0,新台幣                 10.0000元
1725 - 元禎,股東會確認,1,108/03/22,108/06/19,"207,627,371","217,340,138","419,401,227","266,664,045",0.84,0,"152,737,182",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1726 - 永記,股東會確認,1,108/03/21,108/06/28,"4,183,475,171","746,095,431","4,836,689,136","4,269,689,136",3.5,0,"567,000,000",0,0,0,新台幣                 10.0000元
1727 - 中華化,股東會確認,1,108/02/26,108/05/31,"102,162,866","98,863,790","189,699,244","123,549,244",0.6,0,"66,150,000",0,0,0,新台幣                 10.0000元
1730 - 花仙子,股東會確認,1,108/02/26,108/06/13,"199,679,222","300,447,024","471,048,751","249,730,272",3.5,0,"221,318,479",0,0,0,新台幣                 10.0000元
1731 - 美吾華,股東會確認,1,108/02/27,108/05/29,"12,350,750","75,764,795","52,086,873","12,212,300",0.3,0.2,"66,457,622",0,0,0,新台幣                 10.0000元
1732 - 毛寶,股東會確認,1,108/03/22,108/06/13,"-35,562,315","6,924,232","-26,469,202","-26,469,202",0,0,0,0,0,0,新台幣                 10.0000元
1733 - 五鼎,股東會確認,1,108/03/22,108/05/31,"377,509","95,119,175","99,175,620","14,438,522",0.85,0,"84,737,098",0,0,0,新台幣                 10.0000元
1734 - 杏輝,股東會確認,1,108/03/18,108/06/20,"41,136,643","8,785,064","19,475,069","2,702,867",0.1,0,"16,772,202",0,0,0,新台幣                 10.0000元
1735 - 日勝化,股東會確認,1,108/03/21,108/06/27,"69,701,901","10,368,029","86,917,993","72,009,793",0.15,0,"14,908,200",0,0,0,新台幣                 10.0000元
1736 - 喬山,股東會確認,1,108/05/07,108/06/18,"3,751,492,094","389,786,744","4,065,854,360","3,868,503,559",0.65,0,"197,350,801",0,0,0,新台幣                 10.0000元
1737 - 臺鹽,股東會確認,1,108/03/22,108/06/21,"1,577,780","452,740,736","393,386,458","33,386,458",1.8,0,"360,000,000",0,0,0,新台幣                 10.0000元
1760 - 寶齡富錦,股東會確認,1,108/03/11,108/06/06,"722,315","159,171,283","136,824,115","1,763,452",1.76,0.04,"138,130,224",0,0,0,新台幣                 10.0000元
1762 - 中化生,股東會確認,1,108/03/08,108/05/31,"362,933,312","234,250,876","530,528,560","437,456,560",1.2,0,"93,072,000",0,0,0,新台幣                 10.0000元
1773 - 勝一,股東會確認,1,108/02/26,108/05/23,"1,284,244,693","930,149,000","2,186,816,459","1,436,816,459",5,0,"750,000,000",0,0,0,新台幣                 10.0000元
1776 - 展宇,股東會確認,1,108/03/27,108/05/31,"58,589,280","-34,364,802","26,008,193","26,008,193",0,0.8,"55,648,080",0,0,0,新台幣                 10.0000元
1783 - 和康生,股東會確認,1,108/03/20,108/06/26,0,"57,054,459","51,862,550",0,0.68049822,0,"47,270,809",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1786 - 科妍,股東會確認,1,108/03/28,108/06/25,"8,210,333","86,869,169","49,650,433",0,0.85456,0.74544,"92,960,000",0,0,0,新台幣                 10.0000元
1789 - 神隆,股東會確認,1,108/03/25,108/06/27,"272,040,218","442,978,322","664,038,821","276,576,602",0.49,0,"387,462,219",0,0,0,新台幣                 10.0000元
1795 - 美時,股東會確認,1,108/05/14,108/06/24,"-1,026,890,900","99,476,579","-995,135,044",0,0,0,0,0,0,0,新台幣                 10.0000元
1802 - 台玻,股東會確認,1,108/03/18,108/06/19,"4,380,393,806","1,066,286,120","4,867,317,298","3,994,899,058",0.3,0,"872,418,240",0,0,0,新台幣                 10.0000元
1805 - 寶徠,股東會確認,1,108/03/19,108/06/28,"-75,314,661","-93,524,403","-203,144,663","-203,144,663",0,0,0,0,0,0,新台幣                 10.0000元
1806 - 冠軍,股東會確認,1,108/03/26,108/06/14,"1,410,736,565","-572,683,653","833,243,482","833,243,482",0,0,0,0,0,0,新台幣                 10.0000元
1808 - 潤隆,股東會確認,1,108/03/08,108/06/10,"27,248,012","2,186,463,696","2,044,876,387","71,560,989",6.4,1.6,"2,466,644,248",0,0,0,新台幣                 10.0000元
1809 - 中釉,股東會確認,1,108/03/27,108/06/18,"952,765,342","55,911","949,077,154","915,668,766",0.2,0,"33,408,387",0,0,0,新台幣                 10.0000元
1810 - 和成,股東會確認,1,108/03/26,108/06/28,"281,359,803","-65,536,055","344,822,491","270,851,769",0.2,0,"73,970,722",0,0,0,新台幣                 10.0000元
1817 - 凱撒衛,股東會確認,1,108/03/21,108/06/20,"260,865,523","254,011,064","493,695,386","326,715,386",2.3,0,"166,980,000",0,0,0,新台幣                 10.0000元
1902 - 台紙,股東會確認,1,108/03/13,108/06/11,"246,658,836","413,842,208","726,008,094","585,307,901",0.35,0,"140,700,193",0,0,0,新台幣                 10.0000元
1903 - 士紙,股東會確認,1,108/03/22,108/06/24,"-1,300,212,578","-166,805,522","-1,464,089,508","-1,464,089,508",0,0,0,0,0,0,新台幣                 10.0000元
1904 - 正隆,股東會確認,1,108/04/23,108/06/13,"4,277,686,844","3,741,568,572","7,368,993,219","6,149,891,245",1.1,0,"1,219,101,974",0,0,0,新台幣                 10.0000元
1905 - 華紙,股東會確認,1,108/03/21,108/06/21,"2,478,743,393","445,663,409","2,860,820,304","2,474,827,943",0.35,0,"385,992,361",0,0,0,新台幣                 10.0000元
1906 - 寶隆,股東會確認,1,108/03/14,108/06/05,"1,321,828,973","502,098,655","1,775,319,245","1,699,819,245",0.5,0,"75,500,000",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1907 - 永豐餘,股東會確認,1,108/03/22,108/06/25,"5,452,898,932","1,440,003,112","6,653,434,989","5,657,212,092",0.6,0,"996,222,897",0,0,0,新台幣                 10.0000元
1909 - 榮成,股東會確認,1,108/03/18,108/06/12,"3,919,864,721","934,693,523","4,758,319,316","4,174,476,452",0.5,0,"583,842,864",0,0,0,新台幣                 10.0000元
2002 - 中鋼,股東會確認,1,108/03/25,108/06/19,"4,448,241,962","24,454,151,843","29,204,238,447","13,415,802,251",1,0,"15,734,860,997",0,0,0,新台幣                 10.0000元
2002A - 中鋼特別股,股東會確認,1,108/03/25,108/06/19,"4,448,241,962","24,454,151,843","29,204,238,447","13,415,802,251",1.4,0,"53,575,199",0,0,0,
2006 - 東和鋼鐵,股東會確認,1,108/03/26,108/06/18,"2,314,192,985","887,932,205","3,651,167,272","2,446,294,542",1.2,0,"1,204,872,730",0,0,0,新台幣                 10.0000元
2007 - 燁興,股東會確認,1,108/03/21,108/06/19,"-2,087,438,124","15,185,307","-2,077,840,865","-2,077,840,865",0,0,0,0,0,0,新台幣                 10.0000元
2008 - 高興昌,股東會確認,1,108/03/20,108/06/17,"422,244,235","-176,410,520","137,060,246","137,060,246",0,0,0,0,0,0,新台幣                 10.0000元
2009 - 第一銅,股東會確認,1,108/03/18,108/06/19,"-181,828,123","85,258,219","-83,874,930","-83,874,930",0,0,0,0,0,0,新台幣                 10.0000元
2010 - 春源,股東會確認,1,108/03/22,108/06/21,"789,712,130","249,742,024","1,041,806,036","679,119,018",0.56,0,"362,687,018",0,0,0,新台幣                 10.0000元
